Combinação,Acertos
"1,2,3,4,5,6,7,8,9,11,12,13,15,16,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,15,16,18,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,15,16,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,15,17,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,13,15,17,18,19,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,13,15,17,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,16,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,16,17,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,12,13,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,13,16,18,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,18,19,21,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,18,20,21,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,18,19,20,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,16,18,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,15,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,14,16,17,18,19,20,21,22,23",13
"1,2,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,14,16,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,16,17,18,19,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,16,17,18,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,12,15,16,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,16,17,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,16,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,15,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,12,16,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,12,16,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,20,23,24",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,21,22,23",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,18,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,16,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,17,18,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,17,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,17,18,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,13,14,15,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,16,17,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,16,17,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,14,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,15,16,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,11,13,16,17,18,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,15,16,17,18,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,15,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,15,16,17,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,15,16,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,14,15,16,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,15,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,14,16,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,11,15,16,17,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,11,15,16,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,22,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,20,21,22,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,20,22,23,24",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,19,20,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,16,18,19,20,22,23,24",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,12,13,14,15,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,16,17,18,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,9,12,13,14,16,17,18,19,20,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,15,16,17,18,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,15,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,15,16,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,15,16,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,15,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,13,16,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,16,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,9,12,14,15,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,9,12,15,16,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,13,14,15,16,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,9,13,14,15,16,17,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,9,13,14,15,16,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,9,13,14,15,17,18,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,13,15,16,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,13,16,17,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,22",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,21,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,19,20,21,22",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,19,20,21,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19,20,22,23",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19,20,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19,21,22,23",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19,21,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18,19,20,22,23",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18,19,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,18,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,18,19,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,15,18,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20,22,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,21,22,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,20,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,16,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,17,18,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,14,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,18,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,15,16,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,15,16,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,13,16,17,18,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,16,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,13,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,19,20,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,19,20,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,19,21,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,15,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,16,17,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,14,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,14,16,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,19,20,21,22,23",13
"1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,19,20,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,12,15,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,21,24",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,22,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,21,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,20,21,23,24",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,19,20,21,22,23",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,18,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,18,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,15,16,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,16,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,16,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,14,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,15,16,17,18,19,20,21,22,23",13
"1,2,3,4,5,6,7,8,10,11,13,15,16,17,18,19,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,15,16,17,18,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,15,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,13,15,16,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,15,17,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,11,13,15,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,13,15,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,16,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,13,16,17,18,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,14,15,16,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,11,14,15,16,17,18,19,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,11,14,15,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,11,15,16,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,11,15,16,17,18,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18,19,20,21,23",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18,20,22,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,19,20,21,22,24",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,18,19,20,21,22,23",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,16,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,17,18,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,17,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,17,18,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,15,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,17,18,19,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,17,18,19,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,17,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,17,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,16,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,12,13,14,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,14,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,15,16,17,18,19,20,21,22,24",13
"1,2,3,4,5,6,7,8,10,12,13,15,16,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,13,15,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,12,13,15,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,17,18,19,20,21,23,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,17,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,16,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,15,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,14,17,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,12,15,16,17,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,10,13,14,15,16,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,10,13,14,15,16,17,18,19,20,22,23,24",13
"1,2,3,4,5,6,7,8,10,13,14,15,16,17,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,13,14,15,16,17,18,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,13,14,15,16,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,13,14,15,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,10,13,14,16,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,10,13,14,16,17,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,13,15,16,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,10,14,15,16,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,10,14,15,16,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,18,19,21,22,24",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,18,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,18,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,16,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,17,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,15,18,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,19,20,22,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,19,20,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,19,21,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,18,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,17,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,16,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,14,17,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,17,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,17,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,17,19,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,13,15,16,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,14,15,16,17,18,19,20,21,22,25",13
"1,2,3,4,5,6,7,8,11,12,14,15,16,17,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,14,15,16,17,18,20,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,14,15,16,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,11,12,14,15,16,17,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,11,12,14,15,17,18,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,8,11,12,15,16,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,11,13,14,15,16,17,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,11,13,14,15,16,17,18,19,20,22,23,25",13
"1,2,3,4,5,6,7,8,11,13,14,16,17,18,19,20,21,23,24,25",13
"1,2,3,4,5,6,7,8,11,13,15,16,17,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,19,20,21,23,24",13
"1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,8,12,14,15,16,17,18,19,20,21,22,24,25",13
"1,2,3,4,5,6,7,8,13,14,15,16,17,18,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,8,13,14,15,17,18,19,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,23",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,19,20,22,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,20,21,22,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,20,21,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,20,22,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,20,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,21,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,20,21,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,19,20,21,22,23",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,19,21,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,19,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,20,21,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,20,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,17,18,19,20,21,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,17,18,19,20,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,17,18,20,21,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,15,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,16,17,18,20,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,16,17,19,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,16,18,19,20,21,22,23",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,17,18,19,20,21,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,14,17,18,20,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,20,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,16,18,19,20,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,16,18,19,21,22,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,21,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,17,19,20,21,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,17,19,20,21,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,17,20,21,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,13,15,18,19,21,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,19,20,22,23",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,19,22,23,24",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,20,21,22,24",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,20,21,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,20,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,19,20,21,22,24",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,19,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,20,21,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,20,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,18,19,22,23,24,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,15,16,18,20,21,22,23,25",13
"1,2,3,4,5,6,7,9,10,11,12,14,16,17,18,19,20,21,22,24",13
"1,2,3,4,5,6,7,9,10,11,12,14,16,17,18,19,21,23,24,25",13
